sample_id,source_name,framework,css_framework,component_type,element_count_reported,code_tokens,tokens_img,tokens_total,img_w,img_h,html_chars,css_chars,css_chars_src,html_chars_src,css_decls,css_rules,n_domains,accept_via,final_score,pixel_sim,dom_nodes,parse_ok,png_blank
1c20b9abcf8f,codepen,vanilla,vanilla,tooltip,19,720,900,1620,1280,720,1959,1223,2123,694,61,12,0,pixel,,1.0,33,True,False
eb5db5ea0293,github,vanilla,tailwind,navbar,143,4026,2048,6074,1280,7164,14937,0,0,14114,0,0,2,pixel,,1.0,206,True,False
876d314e2e8c,codepen,vanilla,vanilla,tooltip,20,1152,900,2052,1280,720,3633,1861,3079,1730,76,13,0,pixel,,1.0,32,True,False
2a02d78f9450,github,react,tailwind,button,208,6770,2048,8818,1280,6969,20089,0,132,21550,0,0,7,pixel,,1.0,263,True,False
78b45b851b68,codepen,angular,vanilla,component,7,571,900,1471,1280,720,1478,908,1110,528,30,9,2,pixel,,1.0,18,True,False
65409de50fde,codepen,vanilla,vanilla,component,46,1311,1035,2346,1312,808,3743,1539,3786,2162,23,9,0,pixel,,1.0,91,True,False
10fa56909f16,codepen,vanilla,vanilla,form,34,1022,900,1922,1280,720,2726,767,1102,1917,42,11,2,pixel,,1.0,64,True,False
6bd2504350b3,codepen,vanilla,vanilla,page,14,477,994,1471,1280,795,1520,235,315,1299,11,4,1,pixel,,1.0,28,True,False
c0db20cfb056,codepen,vanilla,vanilla,component,11,1184,1298,2482,1280,1038,3550,850,1115,2687,44,4,0,pixel,,1.0,20,True,False
a65b5283f239,codepen,vanilla,tailwind,button,16,624,900,1524,1280,720,1647,1068,1751,537,41,10,0,metric,0.999999976158141,1.0,22,True,False
d81fd6dad2dd,github,react,vanilla,page,119,6874,2048,8922,1280,1712,14863,3891,12047,13513,166,42,4,pixel,,1.0,170,True,False
68ce1a93eac7,github,angular,vanilla,button,67,4202,900,5102,1280,720,12452,8362,19523,4088,341,60,0,pixel,,1.0,84,True,False
8d65ee2649b8,w3schools,vanilla,vanilla,button,43,1759,2048,3807,1280,2907,5200,836,1360,1751,42,14,0,pixel,,1.0,47,True,False
5a84306d8315,github,angular,vanilla,button,69,2002,2048,4050,1280,2961,5244,0,0,4557,0,0,8,pixel,,1.0,91,True,False
e7ffe4e624f9,codepen,vanilla,tailwind,component,11,675,2048,2723,1280,1956,1939,342,439,2126,4,3,0,pixel,,1.0,15,True,False
cda2a9d97234,codepen,vanilla,vanilla,button,20,2788,900,3688,1280,720,7775,6737,8497,996,106,23,0,pixel,,1.0,30,True,False
0ab28cc0e72b,github,angular,tailwind,button,361,14405,2048,16453,1280,10061,47269,0,0,44280,0,0,3,pixel,,1.0,471,True,False
c9dc8324358e,codepen,vanilla,vanilla,list,6,222,900,1122,1280,720,643,309,384,292,14,2,0,pixel,,1.0,10,True,False
e5a7104792f7,github,vanilla,vanilla,page,113,3615,2048,5663,1280,1707,11239,5052,8996,5742,207,57,0,pixel,,1.0,174,True,False
036807665fa1,orbit-kiwi,angular,tailwind,button,223,10301,1092,11393,1280,874,30909,6597,460913,24465,160,97,0,metric,0.9818058985146197,0.8304734671090023,357,True,False
bf572135d2a1,workday-canvas,vanilla,vanilla,button,1345,83409,1040,84449,1280,832,182014,51,58836,181921,2,1,0,pixel,,1.0,1572,True,False
c9745e7af823,lapaninja,svelte,vanilla,button,226,6836,2048,8884,1280,9035,22681,0,0,31616,0,0,3,pixel,,1.0,208,True,False
56233900737f,github,react,tailwind,page,155,4587,2048,6635,1280,4145,14991,4842,15496,8790,208,55,4,pixel,,1.0,240,True,False
0b001fdf5c51,codepen,vanilla,vanilla,pagination,48,2259,900,3159,1280,720,6429,3587,5741,2752,45,33,4,pixel,,0.9997102240491104,77,True,False
4ba2d993f189,codepen,vanilla,bootstrap,component,37,2441,900,3341,1280,720,6299,4658,16532,1599,147,29,0,pixel,,1.0,56,True,False
dff69e796c63,codepen,vanilla,vanilla,component,13,578,2048,2626,1280,1696,1650,972,1210,636,40,5,2,pixel,,1.0,27,True,False
570a8113fc86,siteinspire,angular,tailwind,button,617,17594,2048,19642,1280,5051,61930,0,630,62785,0,0,1,pixel,,1.0,809,True,False
f86452dab4fe,github,vanilla,tailwind,button,183,7150,2048,9198,1280,4802,16231,0,0,17366,0,0,0,metric,0.999999976158141,1.0,201,True,False
a584f0508720,github,vanilla,tailwind,button,221,6301,2048,8349,1280,4343,19023,0,0,18439,0,0,0,pixel,,1.0,275,True,False
bad8ab8ab867,github,react,vanilla,page,259,14548,2048,16596,1280,2640,27348,4782,5047,22732,214,84,10,pixel,,1.0,321,True,False
0b5201e56996,github,angular,material,button,362,6602,2048,8650,1280,4795,22889,0,0,23729,0,0,3,pixel,,1.0,418,True,False
030ab2fb5cf3,codepen,vanilla,vanilla,form,276,11838,920,12758,1280,736,33684,10302,19325,23713,270,72,0,pixel,,1.0,395,True,False
9f18e978d62d,codepen,vanilla,tailwind,page,12,615,900,1515,1280,720,1845,1231,3501,572,55,13,0,pixel,,1.0,24,True,False
5ab7330e2e96,codepen,vanilla,vanilla,page,22,554,1592,2146,1280,1274,2067,244,480,1737,12,3,0,pixel,,1.0,33,True,False
31fbd70a2100,github,angular,material,page,208,4193,2048,6241,1280,2366,15123,2189,4535,13166,103,32,12,pixel,,1.0,344,True,False
d1fcc0f59163,codepen,vanilla,vanilla,navbar,80,2480,900,3380,1280,720,6715,2904,3926,3769,63,19,1,pixel,,1.0,92,True,False
5a49bc3a6528,github,react,tailwind,card,217,6601,2048,8649,1280,9588,22865,0,9106,28371,0,0,4,pixel,,1.0,224,True,False
cdacf5c42c00,codepen,vanilla,vanilla,page,48,1106,1230,2336,1280,984,3333,482,666,2263,18,6,0,pixel,,1.0,62,True,False
27216043bf7f,codepen,vanilla,vanilla,list,59,1513,2048,3561,1280,2111,4826,1632,3031,3152,51,13,0,pixel,,1.0,99,True,False
f43504ce4fa7,github,angular,tailwind,button,590,11019,2048,13067,1280,9172,39271,0,0,41423,0,0,4,pixel,,1.0,694,True,False
99e861418182,storybook-design-system,vanilla,vanilla,button,50,5627,900,6527,1280,720,13111,7451,19876,5618,265,49,0,pixel,,1.0,59,True,False
0ba69d92ad28,github,angular,tailwind,button,336,11569,2048,13617,1280,15804,29811,0,0,28511,0,0,4,pixel,,1.0,456,True,False
24f67465e35d,github,angular,vanilla,button,132,11143,900,12043,1280,720,22326,9491,17569,14240,410,62,1,pixel,,1.0,115,True,False
4286c2f9657d,codepen,angular,vanilla,page,207,7743,2048,9791,1280,3857,24932,10507,19236,13066,401,103,1,pixel,,1.0,281,True,False
2ac2d1fedf6b,github,angular,vanilla,card,59,1590,900,2490,1280,720,4990,2268,2950,3349,85,29,4,pixel,,1.0,70,True,False
c936d6456ab9,codepen,vanilla,vanilla,page,40,1172,1756,2928,1280,1405,3775,653,1052,3255,31,11,1,pixel,,1.0,80,True,False
9f94925f2b87,github,angular,vanilla,form,52,1072,1888,2960,1280,1510,3785,827,2677,3108,37,13,2,pixel,,1.0,76,True,False
12a107e9e624,github,vue,vanilla,button,302,7620,2048,9668,1280,7203,24918,0,0,26228,0,0,3,pixel,,1.0,363,True,False
8d86bde8bf50,primer-react,react,antd,button,91,4609,900,5509,1280,720,13440,0,12757,13413,0,0,1,pixel,,1.0,115,True,False
59dc4a597b46,github,angular,bootstrap,button,21,527,914,1441,1300,720,1411,570,1019,828,19,4,1,pixel,,1.0,20,True,False
c41163020a12,github,vanilla,tailwind,button,744,11135,2048,13183,1280,16521,38471,0,0,35837,0,0,5,pixel,,1.0,932,True,False
35134849035b,github,vanilla,tailwind,button,520,9597,2048,11645,1280,8985,36307,0,0,35401,0,0,0,pixel,,1.0,645,True,False
78a00a5ad770,github,react,tailwind,page,54,7854,2048,9902,1280,1901,23380,19681,25983,3982,83,38,1,pixel,,1.0,99,True,False
8003ba8db60d,codepen,vanilla,vanilla,footer,11,348,900,1248,1280,720,1031,564,2011,425,29,7,1,pixel,,1.0,24,True,False
5c5b3d6e74be,codepen,angular,bootstrap,navbar,37,1261,1314,2575,1280,1051,3923,1707,2466,2015,48,18,0,metric,0.9873395301373402,0.730763659109477,58,True,False
6b8899c0624f,github,angular,material,button,250,6779,2048,8827,1280,2204,24650,0,0,24746,0,0,10,pixel,,1.0,425,True,False
f9c841fc2de5,codepen,vanilla,vanilla,component,16,1653,920,2573,1280,736,3384,1804,2089,1538,43,8,0,pixel,,1.0,20,True,False
0c6bf4cd8ea5,codepen,angular,vanilla,form,48,2844,900,3744,1280,720,7977,5235,6318,2593,205,39,0,pixel,,1.0,66,True,False
fc3468cc57eb,codepen,vanilla,vanilla,button,53,1366,1035,2401,1280,828,4293,1957,3006,2294,74,19,2,pixel,,1.0,76,True,False
2d22edc010ac,wordpress-gutenberg,angular,vanilla,button,53,2116,900,3016,1280,720,6561,663,32240,5869,5,5,0,pixel,,1.0,77,True,False
872d8c07ab1a,github,vanilla,tailwind,button,135,2932,2048,4980,1280,2336,10199,0,0,10053,0,0,5,pixel,,1.0,162,True,False
ab2000a57c6b,orbit-kiwi,angular,tailwind,button,64,3261,900,4161,1280,720,9786,3636,460913,6237,92,55,0,pixel,,0.9974918981481481,90,True,False
5aa2131401d7,codepen,vanilla,bootstrap,button,18,1298,900,2198,1280,720,3722,2583,4411,1180,99,17,1,pixel,,1.0,28,True,False
c3ef704c9f03,codepen,vanilla,vanilla,button,65,2602,1682,4284,1280,1346,8399,2617,3781,5769,111,20,2,pixel,,1.0,118,True,False
2b68e0a4c9b0,codepen,vanilla,tailwind,component,23,675,900,1575,1280,720,2049,930,1319,1077,45,13,0,pixel,,1.0,40,True,False
d0a9c9589799,github,angular,tailwind,button,351,8226,2048,10274,1280,3105,26012,445,618,25784,7,5,2,pixel,,1.0,471,True,False
fc888949eb89,codepen,vanilla,vanilla,component,9,416,1932,2348,1280,1546,1271,736,909,493,34,11,0,pixel,,1.0,16,True,False
c9d6c0b561a1,codepen,vanilla,vanilla,form,53,1253,900,2153,1280,720,4056,878,1631,3136,22,12,0,pixel,,1.0,74,True,False
385f83f5c095,github,angular,bootstrap,list,40,992,1710,2702,1280,1368,3331,1033,1670,2240,42,20,6,pixel,,1.0,53,True,False
19dbca4efe2c,codepen,vanilla,vanilla,page,159,2826,2048,4874,1280,2456,10279,1819,3117,8418,53,36,0,pixel,,1.0,282,True,False
233615a0ed50,github,react,tailwind,page,340,10916,2048,12964,1280,6543,38309,16136,38218,20221,519,195,12,pixel,,1.0,487,True,False
5dece8b4bc83,github,vanilla,tailwind,button,225,4071,2048,6119,1280,5445,14996,0,0,14925,0,0,0,pixel,,1.0,273,True,False
66e568f82b41,codepen,vanilla,vanilla,table,71,5724,900,6624,1280,720,15566,12584,16085,2940,468,95,2,pixel,,1.0,82,True,False
1f1289595d12,github,angular,vanilla,button,262,6239,2048,8287,1280,6791,23312,0,0,22328,0,0,2,pixel,,1.0,394,True,False
a87c4585f41a,codepen,vanilla,vanilla,tooltip,18,1154,2048,3202,1280,2508,3541,2206,3201,1293,45,15,2,pixel,,1.0,30,True,False
dba2da9d9649,codepen,vanilla,vanilla,form,25,925,1002,1927,1280,802,2980,1351,1815,1708,58,12,0,pixel,,1.0,38,True,False
e9d5f8f6982e,github,angular,tailwind,button,285,9954,2048,12002,2536,7873,31676,0,0,47934,0,0,0,pixel,,1.0,394,True,False
ca033888664d,codepen,vanilla,vanilla,page,74,2593,2048,4641,1280,2132,6738,3999,4594,2721,128,26,1,pixel,,1.0,130,True,False
02a2cc2feffc,github,angular,tailwind,page,277,14160,2048,16208,1280,4450,33551,6914,18555,23772,195,112,0,metric,0.9868330926560587,0.969715209388999,357,True,False
af6e2ef6cee7,codepen,vanilla,vanilla,component,14,1648,910,2558,1280,728,3066,1794,2828,1230,29,11,0,pixel,,1.0,18,True,False
0e577a330b27,codepen,vanilla,vanilla,navbar,29,1101,920,2021,1280,736,4035,1407,2570,2586,59,12,0,pixel,,1.0,48,True,False
e1b35b0840b6,codepen,angular,vanilla,carousel,28,1619,916,2535,1280,733,4594,2536,4535,2531,109,18,0,pixel,,1.0,37,True,False
1189ec5374b8,codepen,vanilla,vanilla,button,32,2592,2048,4640,1280,2545,7406,4862,6006,2443,65,36,0,pixel,,1.0,40,True,False
0e10c1a00060,github,react,tailwind,button,200,4992,2048,7040,1280,9503,14254,0,0,13421,0,0,6,pixel,,1.0,240,True,False
1895af8cc573,github,react,tailwind,page,400,11060,2048,13108,1280,7917,35311,13464,21203,21835,513,156,3,pixel,,1.0,653,True,False
ec3b447e60e1,codepen,angular,vanilla,page,192,6881,990,7871,1408,720,18075,11086,13104,6947,297,109,0,pixel,,1.0,208,True,False
798363120d83,codepen,vanilla,tailwind,component,15,383,900,1283,1280,720,1135,337,408,756,15,7,0,pixel,,1.0,20,True,False
2b115cc24d05,github,angular,antd,page,748,32749,2048,34797,1280,6076,93915,55283,86826,38428,110,40,9,pixel,,1.0,1155,True,False
c7768390542b,codepen,vanilla,vanilla,component,24,995,1359,2354,1280,1087,2435,368,435,2025,16,2,0,pixel,,1.0,33,True,False
747f08f49d60,github,angular,vanilla,button,354,8208,1711,9919,1280,1369,24711,0,0,25068,0,0,2,pixel,,1.0,653,True,False
06597306ac33,github,angular,vanilla,button,268,8110,2048,10158,1280,7598,23907,0,0,22666,0,0,6,pixel,,1.0,320,True,False
8f7906460b81,github,react,tailwind,button,411,6596,2048,8644,1280,6851,25463,0,0,25253,0,0,0,pixel,,1.0,555,True,False
adce958f41d0,orbit-kiwi,angular,tailwind,button,24,2550,900,3450,1280,720,7504,4385,460913,3090,110,66,0,pixel,,0.9988910661197349,30,True,False
b03296588711,github,angular,vanilla,button,148,4004,2048,6052,1280,3676,9205,0,0,8153,0,0,2,pixel,,1.0,183,True,False
092d50255a7a,codepen,angular,tailwind,modal,293,6880,2048,8928,1280,2912,25083,2100,4637,22954,60,22,33,pixel,,1.0,441,True,False
