html_chars,html_tokens,dom_nodes,css_decls,n_domains,parse_ok
2290,754,33,40,0,True
2102,698,54,39,0,True
1666,508,37,15,0,True
1411,410,26,18,0,True
2372,729,45,28,0,True
1316,368,20,0,1,True
1752,508,36,26,0,True
1494,477,28,26,1,True
3241,866,57,37,1,True
1396,453,25,31,0,True
1954,616,42,24,0,True
1538,459,47,13,0,True
1954,555,61,10,0,True
2110,658,46,29,0,True
2477,783,62,23,0,True
1351,453,35,22,0,True
1930,579,38,27,0,True
2042,626,32,35,0,True
2107,636,36,31,0,True
1499,499,43,18,0,True
1515,502,45,15,0,True
2846,959,60,51,1,True
2616,841,75,33,0,True
1547,460,35,16,1,True
1597,479,50,20,0,True
3108,844,50,24,1,True
1410,411,30,22,0,True
2052,648,41,34,0,True
2322,672,65,20,0,True
2189,684,32,44,0,True
2584,773,45,47,0,True
1655,512,39,19,0,True
1686,572,41,21,0,True
1158,379,19,18,0,True
2423,637,31,26,0,True
1295,432,36,23,0,True
1770,520,48,18,0,True
1916,608,40,31,0,True
2309,737,46,23,0,True
1150,368,29,13,0,True
2031,656,44,28,0,True
1690,557,42,35,0,True
1813,570,37,23,0,True
2527,805,55,38,0,True
1273,418,21,28,1,True
846,294,14,17,0,True
993,333,22,18,0,True
2437,747,55,27,1,True
937,286,15,20,0,True
3392,864,59,26,0,True
2877,969,49,39,1,True
3237,1092,109,21,0,True
1886,710,44,21,1,True
3365,1193,55,48,1,True
1896,561,39,14,1,True
1568,544,32,29,1,True
1961,551,30,30,0,True
2105,686,40,31,0,True
1367,409,22,24,0,True
1722,475,22,24,0,True
1781,531,36,34,0,True
2855,836,59,27,0,True
2836,886,56,38,0,True
1749,580,42,31,1,True
1799,609,46,30,0,True
1462,512,29,20,0,True
2312,802,28,37,1,True
1441,438,33,17,0,True
751,243,17,10,4,True
1409,428,25,23,0,True
1796,603,32,31,1,True
1123,358,16,21,1,True
2148,613,42,31,0,True
1384,475,21,27,1,True
2239,679,44,26,0,True
1245,420,29,25,0,True
1939,621,30,31,0,True
4287,1227,100,42,0,True
1943,584,40,30,0,True
1177,413,32,12,0,True
2449,777,34,30,0,True
1767,579,70,21,0,True
1982,650,50,33,0,True
1241,383,43,7,0,True
1900,599,36,28,0,True
3535,1282,79,48,1,True
1876,620,37,27,0,True
2517,823,36,43,0,True
2776,852,36,60,0,True
1279,441,27,22,1,True
1689,527,32,23,0,True
1682,569,42,22,0,True
2162,705,53,30,0,True
1161,376,38,15,0,True
1374,470,31,25,0,True
2458,783,53,30,0,True
2647,805,34,36,0,True
1854,592,42,22,0,True
1612,475,36,24,0,True
1467,525,47,20,0,True
3055,958,51,42,0,True
2318,764,47,40,0,True
1195,384,27,16,0,True
1205,364,18,19,0,True
1921,618,32,34,0,True
2114,695,23,56,1,True
3090,976,65,50,0,True
1623,583,37,17,1,True
1687,576,46,29,0,True
1042,312,24,15,0,True
2722,860,46,51,0,True
1827,583,54,21,0,True
1431,448,41,10,1,True
2380,720,48,34,0,True
1733,469,42,15,0,True
2143,649,35,33,1,True
1951,630,41,34,0,True
1358,441,34,21,2,True
2077,653,35,28,0,True
1352,438,35,25,0,True
2223,672,38,35,0,True
2687,795,49,33,2,True
3187,912,58,39,0,True
1453,448,30,21,0,True
2670,911,111,23,0,True
1809,589,39,27,0,True
2217,694,47,45,0,True
2218,776,61,38,0,True
1666,535,44,30,0,True
1161,348,22,23,0,True
2224,719,45,34,0,True
3105,971,65,42,0,True
2033,587,23,35,0,True
2041,605,34,24,0,True
2418,838,26,29,0,True
1382,438,28,20,0,True
1894,616,50,25,0,True
1331,393,32,13,0,True
1332,304,23,5,0,True
1984,612,38,38,0,True
3386,1163,88,38,1,True
1642,550,29,25,0,True
1058,328,35,10,0,True
1631,529,54,12,0,True
1273,440,29,18,0,True
2062,650,54,22,1,True
1609,481,35,28,0,True
1183,385,39,13,1,True
1557,505,42,23,0,True
1323,423,23,25,0,True
1479,469,33,20,0,True
1472,443,35,20,0,True
1619,467,35,19,0,True
2787,900,64,22,0,True
1842,611,54,18,0,True
2911,930,43,56,0,True
1155,347,30,10,0,True
1362,434,19,27,0,True
2159,681,32,32,1,True
1211,413,41,18,0,True
1404,453,36,21,0,True
1600,485,32,26,1,True
4441,1336,46,50,0,True
1884,576,46,23,0,True
2493,869,67,48,0,True
2628,1003,144,34,0,True
1618,526,31,16,0,True
2582,829,61,39,0,True
1963,621,37,20,0,True
947,282,40,0,0,True
2539,898,46,38,0,True
1587,479,47,15,0,True
1309,418,22,25,0,True
2232,709,46,27,0,True
1541,529,41,27,0,True
3093,875,67,38,0,True
2634,734,53,27,0,True
2179,736,50,36,0,True
2258,738,35,39,0,True
3421,1040,71,27,1,True
1727,511,54,12,0,True
912,257,28,8,0,True
2176,673,65,17,0,True
2434,780,76,36,0,True
1612,474,24,28,0,True
2086,668,20,44,0,True
1546,462,26,23,0,True
1234,406,45,16,0,True
1272,431,24,26,0,True
832,245,26,3,0,True
2173,729,61,24,2,True
1831,613,51,28,0,True
1739,531,37,20,0,True
2656,853,85,25,1,True
1166,352,29,18,0,True
2425,728,56,31,0,True
2211,724,48,37,0,True
3081,951,50,48,0,True
1066,342,23,20,2,True
2154,646,52,32,0,True
1168,365,37,15,0,True
1782,565,35,28,0,True
1899,629,51,24,0,True
1385,425,36,24,0,True
1839,583,49,19,0,True
1838,572,41,31,0,True
2500,731,48,29,1,True
1451,452,44,9,0,True
1740,573,42,36,0,True
2759,894,64,37,0,True
2084,679,44,32,0,True
3266,1155,112,39,0,True
1317,420,16,24,1,True
2524,794,44,38,0,True
731,211,17,7,1,True
1126,350,18,18,0,True
2259,702,40,29,0,True
1912,625,40,29,0,True
3581,1139,92,57,0,True
1723,509,41,15,0,True
1439,467,17,25,1,True
1607,497,38,21,0,True
2175,746,44,22,1,True
2035,660,44,39,0,True
1764,539,45,20,0,True
1300,418,28,26,0,True
1594,487,33,21,0,True
1451,458,43,17,0,True
2679,811,50,46,0,True
2600,789,44,40,1,True
3349,1127,78,41,0,True
1682,492,39,25,0,True
2389,774,31,47,0,True
2412,719,62,26,0,True
2332,699,36,44,0,True
1933,593,48,27,0,True
1216,357,28,12,0,True
1289,428,37,19,0,True
1528,464,54,11,0,True
2247,696,52,27,0,True
1285,431,43,12,0,True
993,327,14,21,0,True
1196,365,29,16,1,True
1968,650,38,33,0,True
1227,394,30,16,0,True
2989,1254,245,23,0,True
1114,343,31,12,0,True
2888,975,39,62,0,True
1874,615,46,30,0,True
1514,474,25,27,0,True
1855,570,54,23,1,True
3152,989,57,48,0,True
2930,993,61,56,0,True
2092,595,47,16,0,True
1455,480,69,0,0,True
1472,469,40,32,0,True
1188,380,28,15,0,True
3029,1001,82,41,0,True
1779,603,37,28,1,True
2377,750,49,28,3,True
1417,423,24,23,1,True
2072,648,55,29,0,True
1805,512,30,23,0,True
1901,630,52,27,1,True
1308,426,36,19,0,True
876,273,19,15,0,True
2480,865,77,30,0,True
1549,468,20,29,2,True
1973,588,41,24,0,True
3160,1008,67,45,0,True
1602,494,22,36,0,True
2115,732,38,39,1,True
2508,764,48,45,0,True
1971,620,41,38,0,True
1469,474,48,20,0,True
1550,453,36,20,0,True
1714,592,58,16,0,True
1714,545,43,26,0,True
1413,413,25,25,0,True
1573,439,26,13,0,True
3375,1286,62,54,2,True
1971,695,43,40,1,True
1283,388,43,10,0,True
2336,775,53,30,2,True
3095,1068,64,43,1,True
1854,587,36,19,0,True
2165,707,60,25,0,True
1613,506,43,17,0,True
3550,1063,82,33,0,True
2305,721,58,29,0,True
1376,436,39,17,0,True
1968,600,43,33,0,True
1389,477,25,20,0,True
1685,557,26,31,0,True
2892,913,49,47,0,True
1603,464,39,15,0,True
859,285,21,19,0,True
3368,1008,76,44,1,True
1860,609,31,30,0,True
1712,553,33,26,0,True
1404,428,27,22,0,True
1946,571,42,12,0,True
1952,627,50,16,0,True
1787,566,32,29,0,True
2973,896,56,35,0,True
1599,594,28,17,4,True
1000,304,24,13,0,True
2187,656,45,24,0,True
1494,467,30,26,0,True
2180,700,52,35,0,True
1254,419,24,21,0,True
2747,904,80,32,0,True
2062,675,33,38,0,True
1341,407,38,11,1,True
2138,769,46,44,0,True
1649,562,35,24,0,True
2943,890,48,30,0,True
1785,532,34,29,0,True
1989,658,62,35,0,True
1319,445,26,23,0,True
2947,881,59,50,0,True
3250,1027,73,37,0,True
2436,713,49,33,0,True
2316,623,51,18,0,True
1822,568,39,20,0,True
1116,339,24,15,0,True
2492,818,62,36,0,True
1076,328,19,20,1,True
2923,976,37,36,1,True
2257,731,31,41,0,True
1262,380,39,17,0,True
927,300,26,9,0,True
2010,620,34,23,1,True
2500,753,64,25,0,True
2274,693,40,26,0,True
2050,683,47,31,0,True
1404,422,31,14,0,True
1576,502,18,29,0,True
2941,915,68,32,0,True
1551,509,40,21,0,True
1912,617,34,37,0,True
2019,668,52,14,1,True
1981,615,30,32,1,True
1388,399,20,23,0,True
2256,749,33,38,0,True
1839,547,31,29,0,True
1895,550,45,22,0,True
2147,664,65,19,0,True
2831,1039,114,32,0,True
1552,483,28,33,0,True
3393,991,59,47,1,True
2330,737,38,41,0,True
1578,526,35,30,0,True
2065,735,52,40,1,True
1249,399,22,27,0,True
1833,568,28,34,0,True
1367,443,28,22,0,True
1933,596,49,17,0,True
1111,376,36,15,0,True
1910,623,65,24,0,True
1574,487,31,24,0,True
1633,512,39,17,3,True
1653,519,56,20,0,True
1403,443,30,25,0,True
2773,871,55,49,0,True
4252,1344,95,24,0,True
1550,475,39,20,1,True
3297,1009,73,45,0,True
1441,428,23,23,0,True
3695,1091,59,31,0,True
1394,467,19,25,0,True
1516,460,39,13,0,True
1674,516,28,24,3,True
2904,877,67,43,2,True
979,341,27,12,0,True
3276,954,48,42,3,True
1452,448,34,26,0,True
2194,671,46,35,0,True
1607,529,45,23,0,True
2967,977,66,39,0,True
1243,403,32,23,0,True
2369,688,54,21,0,True
1561,537,50,19,0,True
2328,731,43,26,1,True
2064,653,37,41,0,True
1947,624,43,34,0,True
2699,828,63,26,0,True
1045,307,23,15,0,True
1942,690,52,28,0,True
1622,499,20,31,0,True
2850,818,59,35,0,True
1827,674,48,31,0,True
1941,611,44,23,0,True
1530,486,28,28,0,True
2833,897,65,39,0,True
2228,685,33,32,1,True
2652,825,66,25,1,True
1490,515,27,32,0,True
2113,692,73,18,0,True
2097,746,47,40,0,True
2987,966,67,45,0,True
2341,669,50,27,0,True
1884,610,50,25,0,True
1219,364,32,11,0,True
3705,1201,88,63,0,True
2561,901,33,50,2,True
1859,579,31,40,0,True
1924,595,47,26,0,True
3247,919,82,23,0,True
1742,619,59,20,0,True
1240,369,18,23,0,True
2476,700,55,31,0,True
2275,763,64,31,0,True
1948,660,33,38,0,True
2495,787,38,42,0,True
2338,685,49,23,0,True
1849,591,47,22,0,True
1855,616,37,23,1,True
2232,719,45,35,0,True
2446,843,55,40,0,True
2887,873,55,41,0,True
1392,406,40,7,0,True
1990,625,32,31,0,True
1394,425,23,20,0,True
3719,1031,65,52,0,True
3641,1149,51,54,0,True
2879,866,49,55,0,True
1449,480,23,21,0,True
1283,385,15,25,0,True
2400,763,48,31,0,True
1993,634,44,24,0,True
1123,358,21,20,0,True
1238,373,27,15,0,True
2646,845,43,43,0,True
3775,1168,73,62,0,True
1050,346,22,17,0,True
2119,657,64,23,0,True
1790,603,35,23,1,True
2480,703,31,41,1,True
2030,723,72,23,0,True
1845,560,41,31,0,True
2349,811,49,39,1,True
1030,315,25,14,0,True
1361,384,39,7,0,True
1316,396,34,14,0,True
2377,784,32,52,0,True
1473,460,23,26,0,True
947,320,17,16,0,True
2082,586,48,26,0,True
1536,472,37,23,0,True
1481,460,34,25,0,True
3202,971,75,28,0,True
1829,557,44,18,0,True
2057,639,38,29,0,True
873,244,20,16,0,True
1722,574,42,23,0,True
2351,688,63,21,0,True
1646,537,32,35,0,True
3066,963,47,38,0,True
1808,600,43,25,1,True
4387,1260,95,17,2,True
1126,355,31,11,0,True
732,249,25,10,0,True
1030,344,18,23,1,True
2429,745,41,28,0,True
2038,576,26,28,0,True
2669,828,58,24,0,True
1936,559,25,25,0,True
1767,562,33,30,0,True
3100,1048,52,62,0,True
2899,999,45,28,3,True
2951,1056,127,41,0,True
1718,559,38,25,0,True
1170,356,26,12,0,True
1963,603,39,27,0,True
1643,482,35,13,3,True
1571,508,56,14,0,True
1190,412,42,15,0,True
2759,933,54,50,0,True
1301,400,26,18,0,True
2182,766,51,41,0,True
1684,570,41,28,0,True
1681,503,67,14,0,True
1528,509,27,31,0,True
1936,590,33,24,0,True
1377,406,33,15,0,True
3238,1019,73,43,0,True
1933,498,32,11,1,True
1710,627,38,30,0,True
1579,465,39,19,0,True
1525,485,52,17,0,True
3263,1215,43,63,1,True
2903,1158,34,43,1,True
1380,459,31,23,0,True
1147,313,18,23,0,True
1075,358,26,18,0,True
1895,550,28,32,0,True
1548,487,28,23,1,True
2158,684,77,26,0,True
2094,661,32,40,0,True
1618,559,47,30,0,True
1349,448,42,23,0,True
1234,386,27,17,0,True
1743,560,36,35,1,True
1373,497,17,24,1,True
1519,504,33,31,0,True
1117,334,22,16,0,True
3058,959,69,39,0,True
2211,704,51,33,0,True
2648,865,69,39,1,True
1631,487,37,22,0,True
2809,888,52,42,1,True
1096,354,16,22,0,True
1313,423,35,14,2,True
369,128,7,3,0,True
2086,697,79,11,0,True
1998,630,47,28,0,True
2624,909,44,49,1,True
1882,574,34,20,1,True
1043,338,20,15,0,True
1709,540,28,24,0,True
1583,458,34,20,0,True
2506,878,44,32,0,True
1645,558,49,26,0,True
1940,622,72,20,0,True
3422,1063,45,49,1,True
1863,610,37,21,0,True
1338,429,35,23,0,True
1298,433,36,18,0,True
1676,508,34,22,0,True
1205,354,29,13,0,True
2651,909,64,42,0,True
2492,790,31,50,2,True
913,285,22,9,0,True
966,316,19,18,1,True
1656,531,35,23,0,True
1721,534,34,25,0,True
2534,845,59,50,0,True
1011,327,36,9,0,True
747,221,14,14,0,True
859,298,17,11,0,True
1845,579,38,30,0,True
2120,649,42,31,0,True
1519,493,30,26,0,True
2933,977,89,38,0,True
1880,584,38,24,0,True
1364,432,29,21,1,True
1823,578,46,23,0,True
970,323,26,18,0,True
2414,778,41,41,0,True
1499,420,33,20,0,True
1417,451,39,20,0,True
2978,979,77,37,1,True
1567,488,27,31,0,True
1380,419,33,17,0,True
1890,607,37,23,0,True
1670,548,27,19,1,True
3543,1027,74,29,0,True
3576,1178,65,45,2,True
1304,409,27,18,0,True
1672,533,25,25,3,True
1539,477,38,23,0,True
1428,483,28,23,1,True
1184,410,46,14,0,True
1509,493,30,22,0,True
1155,348,17,21,1,True
1443,436,40,15,0,True
2226,682,59,33,0,True
2257,720,59,31,0,True
782,264,20,10,0,True
3229,1069,46,60,0,True
3056,1061,63,37,5,True
2079,642,64,28,0,True
1644,536,47,23,0,True
1096,345,22,19,0,True
1827,593,44,20,0,True
1395,402,26,16,0,True
2973,1116,83,30,1,True
1489,461,39,20,0,True
2830,910,54,48,0,True
1980,664,44,25,0,True
2242,788,52,47,0,True
1971,604,44,30,0,True
2869,850,38,25,0,True
2639,776,69,26,0,True
2153,679,48,31,0,True
1034,347,19,17,0,True
2334,813,41,46,0,True
1236,394,19,21,0,True
1056,346,40,9,0,True
2701,807,48,55,0,True
2237,693,54,27,0,True
1376,447,29,20,1,True
1404,448,42,20,0,True
982,317,30,11,0,True
1189,393,22,17,0,True
1835,586,43,35,0,True
1447,466,21,24,0,True
1295,420,35,21,0,True
2051,685,42,28,1,True
2608,801,55,32,0,True
1496,457,28,15,2,True
3112,1036,139,21,1,True
1640,499,34,14,0,True
2065,654,34,33,0,True
1908,622,45,26,0,True
1880,554,33,25,0,True
2761,647,48,15,0,True
1478,507,46,21,0,True
1917,592,30,32,0,True
1832,571,42,24,0,True
1461,508,52,23,0,True
1483,497,21,28,0,True
1129,345,29,12,0,True
1737,505,28,30,0,True
1718,520,22,21,0,True
989,316,16,20,0,True
1371,436,43,14,0,True
1941,657,38,28,0,True
1722,536,51,24,0,True
1313,426,24,24,0,True
2808,846,65,25,0,True
1600,502,33,25,0,True
1344,449,22,26,1,True
1626,561,54,13,0,True
2165,689,36,48,0,True
1783,541,28,30,0,True
1372,409,27,14,0,True
1695,541,30,27,0,True
2342,759,31,35,0,True
2208,654,40,19,1,True
902,275,20,15,0,True
1455,452,41,17,0,True
1647,495,27,25,0,True
1226,398,25,23,0,True
1391,422,20,27,0,True
1685,507,41,16,0,True
2351,787,52,40,0,True
1056,330,23,15,0,True
1475,416,45,11,0,True
2788,952,57,51,0,True
3350,1078,64,65,0,True
2216,677,41,39,0,True
1669,530,27,30,0,True
1102,323,19,18,0,True
2310,725,48,39,0,True
1368,418,21,28,0,True
2666,662,36,25,0,True
1696,495,37,16,0,True
1191,345,32,11,0,True
2143,674,39,28,0,True
1757,562,39,25,1,True
1696,569,28,31,0,True
1450,502,44,19,0,True
2248,667,41,35,0,True
1262,359,20,16,0,True
2088,662,36,41,1,True
1731,572,53,28,0,True
2056,601,36,24,0,True
1282,412,37,22,0,True
2452,775,64,34,0,True
1524,466,34,18,0,True
630,206,34,0,0,True
2145,712,57,28,0,True
1292,428,28,22,0,True
2954,943,67,48,0,True
2620,814,52,34,0,True
1092,368,28,18,1,True
1027,344,31,12,0,True
1447,483,23,33,0,True
3189,1049,66,55,0,True
1395,485,27,24,3,True
2090,679,46,34,0,True
2386,714,47,29,0,True
1861,565,37,22,0,True
1410,431,42,13,0,True
2294,784,40,41,1,True
2893,904,70,34,0,True
2380,716,50,33,1,True
1603,490,38,13,0,True
345,122,7,1,0,True
3304,978,56,39,0,True
3608,1106,71,56,1,True
3876,1350,74,66,1,True
2373,693,41,31,0,True
1529,464,38,21,0,True
1453,448,20,29,0,True
1176,359,29,14,0,True
2233,670,45,37,0,True
1480,454,30,23,3,True
2834,900,44,44,0,True
989,322,19,18,0,True
951,331,43,0,0,True
2259,629,54,21,0,True
1464,488,28,26,0,True
2045,637,38,25,0,True
2468,836,55,43,0,True
2066,630,45,34,0,True
1817,577,40,28,0,True
2995,987,51,57,0,True
1570,483,34,21,0,True
2989,1036,54,65,0,True
2891,837,60,33,0,True
1694,513,37,21,0,True
1489,507,30,26,0,True
1328,402,37,19,0,True
1764,555,36,25,3,True
1121,359,28,16,0,True
1522,552,43,24,0,True
1588,471,28,14,0,True
2649,864,59,40,0,True
977,318,25,13,0,True
1251,408,41,12,0,True
1606,565,41,21,0,True
3057,927,56,23,0,True
2120,703,50,31,0,True
2269,668,49,20,0,True
2510,786,57,26,0,True
1308,406,38,17,0,True
2527,791,45,34,0,True
1570,520,34,20,0,True
2511,757,60,33,0,True
1927,654,39,38,0,True
1921,589,32,18,1,True
2492,848,91,23,0,True
3371,1106,82,35,1,True
1864,609,47,35,0,True
2692,985,62,51,0,True
4117,1240,96,57,0,True
2425,738,44,11,0,True
4078,1368,82,66,2,True
1780,534,33,28,0,True
1937,572,44,24,0,True
1118,326,20,16,0,True
2452,809,48,40,0,True
4095,1353,126,36,0,True
1124,348,22,19,0,True
3479,1152,119,41,0,True
1515,484,27,21,0,True
1700,540,39,14,0,True
1709,534,30,30,0,True
1993,617,53,22,0,True
1197,389,34,19,0,True
1443,455,38,25,0,True
1603,440,52,8,0,True
1898,649,47,34,0,True
1842,551,31,32,0,True
872,314,27,13,0,True
1281,377,34,15,0,True
1341,395,39,9,0,True
1854,610,44,25,0,True
2620,928,78,31,1,True
1978,616,33,41,0,True
2000,652,54,32,0,True
2162,768,70,27,0,True
2184,645,35,38,1,True
3002,922,38,38,1,True
2730,832,45,45,0,True
1718,480,42,13,0,True
2817,867,53,50,0,True
2448,736,51,33,1,True
2437,776,48,39,0,True
2046,679,50,21,0,True
1554,484,25,24,0,True
1114,385,24,11,0,True
1720,509,34,23,2,True
1732,533,32,29,0,True
1277,416,31,23,0,True
2113,683,43,36,0,True
2531,892,44,32,1,True
2624,836,39,43,1,True
2910,862,63,23,0,True
1350,475,27,21,0,True
1070,336,32,12,0,True
2498,795,49,48,0,True
1351,451,25,18,0,True
2399,685,50,25,0,True
2068,642,44,29,0,True
1902,527,50,12,0,True
1268,397,22,24,0,True
1159,382,25,21,0,True
1725,585,42,27,0,True
1126,356,18,14,1,True
1770,537,39,21,0,True
1862,557,32,31,1,True
2365,828,78,32,1,True
1119,331,32,14,0,True
2176,771,41,31,0,True
2135,693,41,33,0,True
1227,416,33,23,0,True
1225,382,32,15,0,True
2232,745,74,21,0,True
1973,616,42,29,0,True
3504,1160,69,55,0,True
3709,1186,59,68,0,True
2554,767,72,29,0,True
1861,579,42,34,0,True
2123,705,45,24,4,True
1431,477,34,24,0,True
2085,642,38,25,0,True
2253,727,71,36,0,True
2025,638,33,21,1,True
2182,652,66,17,0,True
2415,694,37,12,0,True
1286,407,23,26,0,True
1215,406,26,26,0,True
2532,811,45,39,0,True
4121,1248,60,61,0,True
4480,1464,46,57,0,True
2495,833,62,39,0,True
1540,500,41,30,0,True
2113,685,35,35,4,True
1918,629,28,33,1,True
889,264,15,14,0,True
3458,1175,73,41,1,True
1346,408,30,21,0,True
2129,678,55,20,0,True
1370,418,27,20,0,True
1385,431,44,15,0,True
1956,595,50,17,0,True
1794,563,39,21,0,True
2199,673,49,28,3,True
1832,563,38,17,0,True
1365,415,56,0,0,True
1838,569,35,23,1,True
1698,518,41,22,1,True
1965,636,43,19,0,True
2892,889,59,48,0,True
2771,947,71,31,0,True
1706,554,44,17,1,True
2701,839,57,47,0,True
2013,565,33,24,0,True
1608,481,23,34,0,True
2139,632,37,38,0,True
2234,712,54,19,0,True
1796,576,52,22,0,True
3141,991,63,44,0,True
1271,419,34,17,0,True
2075,622,39,31,0,True
1968,633,32,44,0,True
2529,830,96,21,5,True
1349,436,67,7,0,True
1287,397,24,13,0,True
2165,728,44,38,2,True
1948,607,35,37,0,True
1443,466,37,18,0,True
2665,871,80,44,0,True
1201,379,29,18,0,True
1799,565,33,28,0,True
1460,439,28,21,0,True
2242,736,29,38,1,True
1420,480,31,26,0,True
1218,382,27,15,0,True
1282,411,27,17,0,True
1480,441,32,19,0,True
1568,522,35,22,0,True
2080,635,33,35,0,True
2244,691,42,44,1,True
1461,463,32,29,0,True
1636,527,34,30,0,True
2000,618,25,28,1,True
2439,822,53,44,0,True
1300,407,25,17,1,True
1287,423,31,14,0,True
1404,467,34,28,0,True
2385,781,37,44,0,True
932,286,22,12,0,True
1071,326,25,8,0,True
1768,508,36,18,0,True
1039,319,20,11,0,True
1222,359,24,18,1,True
2790,848,51,32,1,True
2731,857,42,47,1,True
1658,533,31,21,0,True
2268,687,45,18,0,True
1451,447,39,20,0,True
2105,719,27,23,1,True
2556,853,73,34,0,True
2727,998,52,60,1,True
1425,480,30,17,0,True
1744,573,38,23,0,True
2008,672,44,25,1,True
1751,533,37,27,0,True
2117,664,55,31,0,True
1596,463,28,24,0,True
2230,683,38,31,0,True
1122,324,17,16,0,True
1298,393,32,21,0,True
1994,617,34,34,0,True
1213,395,21,22,0,True
1935,665,44,23,2,True
1436,464,35,24,0,True
1675,517,26,17,0,True
1842,604,39,35,0,True
2821,929,58,49,0,True
1664,496,32,17,0,True
1141,385,30,19,0,True
2465,765,49,39,0,True
853,266,14,14,0,True
2029,639,36,40,0,True
1553,458,42,14,0,True
2911,1018,59,52,0,True
1452,479,35,23,0,True
1879,674,61,19,0,True
2984,862,60,44,0,True
1504,499,43,20,0,True
1493,465,33,27,0,True
3060,1011,46,44,1,True
2051,625,46,34,0,True
1650,513,35,25,0,True
1765,525,30,29,0,True
1782,540,37,26,0,True
2120,666,30,37,0,True
1500,448,55,9,0,True
1446,453,38,12,0,True
1239,371,26,17,0,True
1754,573,42,33,0,True
2680,897,62,35,0,True
1761,563,54,24,0,True
2914,861,59,45,0,True
2713,817,50,40,0,True
2321,670,37,27,0,True
2418,746,89,23,0,True
1461,455,35,24,0,True
1396,468,33,20,0,True
1463,470,34,16,0,True
2970,951,48,34,0,True
1535,474,39,27,1,True
1405,512,27,14,1,True
2452,735,30,31,0,True
2786,950,56,38,0,True
1568,513,31,31,0,True
3374,1018,52,58,1,True
1720,558,28,35,0,True
1308,384,36,16,0,True
914,326,43,11,0,True
2491,772,53,25,1,True
2091,647,44,32,1,True
1061,341,29,13,0,True
1541,541,28,33,0,True
1779,593,35,33,0,True
1377,428,37,12,0,True
2213,691,42,18,0,True
1250,399,32,17,1,True
2510,833,46,27,1,True
1426,434,26,18,0,True
1583,534,17,32,0,True
2619,860,71,30,0,True
1825,578,34,19,0,True
1619,471,21,29,0,True
1391,410,29,16,0,True
2137,674,27,34,0,True
1088,341,21,13,0,True
3648,1198,66,62,0,True
5089,1960,91,34,1,True
1923,616,40,30,0,True
2594,816,46,33,0,True
2415,712,42,32,0,True
1609,530,31,29,0,True
1799,524,38,20,0,True
2351,678,37,32,0,True
1404,431,31,23,0,True
957,282,19,13,0,True
1464,432,32,23,0,True
1268,402,31,18,1,True
1248,371,18,18,0,True
1848,560,56,17,0,True
1621,507,33,23,0,True
2860,872,52,40,0,True
1719,555,41,27,0,True
1826,545,30,38,0,True
2124,645,71,17,0,True
1145,356,21,26,0,True
1857,679,40,23,1,True
2233,695,43,37,0,True
1991,591,34,39,0,True
836,265,20,15,0,True
1381,447,32,22,0,True
2160,939,29,24,1,True
2985,982,72,50,0,True
3151,1100,84,42,1,True
2992,882,88,17,0,True
2416,743,59,40,0,True
1039,313,19,22,0,True
2056,644,35,43,0,True
1369,423,35,17,0,True
3998,1226,135,43,0,True
1530,481,26,34,0,True
1788,517,44,18,0,True
2840,1162,40,29,1,True
1611,480,35,24,0,True
1402,417,40,11,0,True
1723,526,42,23,0,True
1311,391,20,23,0,True
1317,450,27,26,0,True
969,321,45,7,0,True
1456,452,29,22,0,True
1942,634,36,42,0,True
1190,356,29,14,1,True
1941,553,37,20,1,True
1135,383,27,18,0,True
989,305,23,10,0,True
1362,404,27,13,0,True
1630,517,46,19,0,True
1857,558,29,30,0,True
1973,631,45,33,0,True
1736,574,29,31,0,True
1320,388,29,9,0,True
2118,633,46,29,0,True
1181,389,23,23,0,True
2176,661,40,32,2,True
2032,663,52,35,1,True
3508,1060,64,58,0,True
851,243,15,15,0,True
3095,961,90,25,0,True
2388,795,34,43,0,True
1480,468,23,24,0,True
1759,525,22,35,0,True
2558,766,45,31,0,True
1749,592,34,30,1,True
1945,676,77,17,0,True
1627,527,42,27,0,True
2621,932,94,19,0,True
2496,896,50,51,0,True
1392,502,19,20,1,True
1597,478,33,23,0,True
2020,641,37,39,0,True
1488,481,47,15,0,True
2519,823,45,34,0,True
1652,530,30,25,0,True
3783,1167,76,55,0,True
1599,440,47,12,0,True
2292,725,48,39,0,True
2361,720,39,36,1,True
1659,557,33,17,1,True
1400,418,23,17,0,True
1517,462,29,20,0,True
753,287,12,13,0,True
1578,494,30,23,1,True
1913,571,40,27,0,True
1120,311,14,14,0,True
1857,567,41,29,1,True
1577,492,45,17,0,True
1942,570,23,41,1,True
1575,462,28,18,0,True
3559,1173,158,26,0,True
1864,627,38,23,1,True
1598,492,40,19,0,True
2072,759,42,33,1,True
1017,318,33,10,0,True
1361,409,27,16,0,True
1556,500,30,29,0,True
1052,336,35,15,0,True
1824,587,51,37,0,True
2024,644,36,28,0,True
2136,684,39,35,0,True
1706,547,35,31,0,True
1870,573,31,27,0,True
1600,514,36,29,0,True
1121,345,22,17,0,True
2787,857,43,57,0,True
1906,615,30,22,0,True
1833,548,28,24,0,True
976,302,28,12,0,True
3176,1011,49,36,0,True
2245,756,33,46,1,True
1397,447,46,14,0,True
2523,842,68,36,0,True
1282,369,41,7,0,True
1839,560,42,20,0,True
1637,505,32,32,0,True
1174,352,21,22,0,True
